Simulation,Cohen_Kappa,Raw_Agreement,Pseudo_Rater_A_Bias_Rate,Pseudo_Rater_B_Bias_Rate
1,-0.07535282500842921,0.4968152866242038,0.613588110403397,0.6411889596602972
2,-0.03963574861685748,0.5095541401273885,0.6220806794055201,0.6157112526539278
3,-0.02614379084967311,0.5180467091295117,0.6242038216560509,0.6220806794055201
4,-0.06908846479819974,0.505307855626327,0.6178343949044586,0.6581740976645435
5,-0.04052089994767738,0.5159235668789809,0.6178343949044586,0.6475583864118896
6,-0.06380044372489047,0.5201698513800425,0.6815286624203821,0.6348195329087049
7,-0.042035398230088505,0.5159235668789809,0.6560509554140127,0.613588110403397
8,0.03602502546195252,0.5520169851380042,0.6496815286624203,0.6178343949044586
9,-0.0744838599292803,0.49044585987261147,0.6093418259023354,0.6178343949044586
10,-0.06025016148922413,0.5116772823779193,0.6263269639065817,0.6560509554140127
11,-0.02703485006367945,0.5201698513800425,0.6560509554140127,0.6050955414012739
12,0.046138945143964105,0.5605095541401274,0.6369426751592356,0.643312101910828
13,-0.02046998617687712,0.5307855626326964,0.6539278131634819,0.6305732484076433
14,-0.09038564277092953,0.5031847133757962,0.6348195329087049,0.6645435244161358
15,-0.04192562941114497,0.5095541401273885,0.6199575371549894,0.6220806794055201
16,-0.07378426940242289,0.4989384288747346,0.6114649681528662,0.6496815286624203
17,-0.01461692061025155,0.535031847133758,0.6220806794055201,0.6709129511677282
18,-0.07952716739327625,0.5010615711252654,0.6263269639065817,0.6496815286624203
19,-0.01880425691460208,0.5222929936305732,0.6369426751592356,0.613588110403397
20,-0.06387366684343876,0.5116772823779193,0.6496815286624203,0.6369426751592356
21,-0.05465976982272247,0.5138004246284501,0.6284501061571125,0.6518046709129511
22,-0.10569762743173827,0.4819532908704883,0.6114649681528662,0.6411889596602972
23,-0.04414544965979217,0.5095541401273885,0.5944798301486199,0.6602972399150743
24,-0.07193701153432697,0.5010615711252654,0.6390658174097664,0.6242038216560509
25,-0.054129530600118825,0.5201698513800425,0.6496815286624203,0.6496815286624203
26,-0.017718236819360467,0.5329087048832272,0.6390658174097664,0.6475583864118896
27,-0.03327573822050511,0.5201698513800425,0.6539278131634819,0.6157112526539278
28,-0.035390343407137426,0.5286624203821656,0.6539278131634819,0.6454352441613588
29,-0.0834255685700811,0.49256900212314225,0.6072186836518046,0.6475583864118896
30,-0.04953719574905713,0.5031847133757962,0.6242038216560509,0.6072186836518046
31,-0.04207620315620475,0.5201698513800425,0.6284501061571125,0.6539278131634819
32,-0.12386316962976007,0.4819532908704883,0.6050955414012739,0.6857749469214437
33,-0.08786764341438746,0.505307855626327,0.6411889596602972,0.6602972399150743
34,-0.0720185264329658,0.5138004246284501,0.6645435244161358,0.6411889596602972
35,-0.04117682522457344,0.5329087048832272,0.6581740976645435,0.6624203821656051
36,-0.014899846363451763,0.5265392781316348,0.6242038216560509,0.6348195329087049
37,-0.1289901391433137,0.47770700636942676,0.6645435244161358,0.613588110403397
38,-0.050418160095579534,0.524416135881104,0.6624203821656051,0.6454352441613588
39,-0.025664955669622014,0.524416135881104,0.6305732484076433,0.6390658174097664
40,-0.03384935304990755,0.5159235668789809,0.6178343949044586,0.6348195329087049
41,-0.008643850017521215,0.5329087048832272,0.6093418259023354,0.6687898089171974
42,0.009274749787208991,0.5435244161358811,0.643312101910828,0.6369426751592356
43,-0.03384615384615386,0.524416135881104,0.6199575371549894,0.6666666666666666
44,-0.12353819599325089,0.47770700636942676,0.6263269639065817,0.6390658174097664
45,-0.05113165066951053,0.5201698513800425,0.6242038216560509,0.6751592356687898
46,-0.1440460310191729,0.4819532908704883,0.6836518046709129,0.6284501061571125
47,0.010760422360963195,0.535031847133758,0.5987261146496815,0.6518046709129511
48,-0.034154671871188036,0.5222929936305732,0.6411889596602972,0.6348195329087049
49,-0.01978736831885053,0.5265392781316348,0.6284501061571125,0.6390658174097664
50,-0.05326653422014904,0.505307855626327,0.6220806794055201,0.6242038216560509
51,-0.04220656868713224,0.5138004246284501,0.6348195329087049,0.6242038216560509
52,-0.09995762837125421,0.4968152866242038,0.6602972399150743,0.6326963906581741
53,-0.07564296520423586,0.4968152866242038,0.6666666666666666,0.5966029723991507
54,-0.042737510828761094,0.5116772823779193,0.6369426751592356,0.6157112526539278
55,-0.02460223780862547,0.5265392781316348,0.6475583864118896,0.6284501061571125
56,-0.032282904869091356,0.5286624203821656,0.6560509554140127,0.6390658174097664
57,-0.046062479820759394,0.5180467091295117,0.6390658174097664,0.6411889596602972
58,-0.061451710348398914,0.5010615711252654,0.6093418259023354,0.6369426751592356
59,-0.08237581757115064,0.5031847133757962,0.6496815286624203,0.6369426751592356
60,-0.02588436630948454,0.524416135881104,0.6602972399150743,0.613588110403397
61,0.011062075937554594,0.5414012738853503,0.6411889596602972,0.6284501061571125
62,-0.010699629171817104,0.5392781316348195,0.6518046709129511,0.6454352441613588
63,-0.1074784135811504,0.4883227176220807,0.6305732484076433,0.6454352441613588
64,-0.04100506019891803,0.5159235668789809,0.643312101910828,0.6220806794055201
65,-0.07004581901489115,0.49469214437367304,0.6178343949044586,0.6178343949044586
66,-0.008076934251430856,0.5307855626326964,0.6390658174097664,0.6242038216560509
67,-0.010964148973198862,0.5286624203821656,0.6178343949044586,0.643312101910828
68,-0.16841488426604156,0.4607218683651805,0.6496815286624203,0.6284501061571125
69,-0.06503420818677297,0.5031847133757962,0.6475583864118896,0.613588110403397
70,0.01829550717924966,0.5414012738853503,0.6369426751592356,0.6199575371549894
71,-0.1507950582254538,0.4734607218683652,0.6242038216560509,0.6709129511677282
72,0.03515925072386683,0.5583864118895966,0.6475583864118896,0.643312101910828
73,-0.12155883377860377,0.47770700636942676,0.6114649681528662,0.6539278131634819
74,-0.06777993227794976,0.5010615711252654,0.6093418259023354,0.6496815286624203
75,-0.04964827626300794,0.5116772823779193,0.6178343949044586,0.6475583864118896
76,-0.012670928532523051,0.5222929936305732,0.6178343949044586,0.6199575371549894
77,-0.030896406167555845,0.524416135881104,0.6369426751592356,0.6411889596602972
78,-0.047574878070674176,0.5265392781316348,0.6539278131634819,0.6560509554140127
79,-0.03997570217812618,0.5138004246284501,0.5987261146496815,0.6645435244161358
80,-0.09265953950548056,0.49044585987261147,0.6454352441613588,0.6157112526539278
81,-0.033076787497796856,0.524416135881104,0.6518046709129511,0.6305732484076433
82,-0.046484669332869766,0.5116772823779193,0.6114649681528662,0.6496815286624203
83,-0.07853525062583677,0.4989384288747346,0.6794055201698513,0.5987261146496815
84,-0.046417519638181304,0.524416135881104,0.6348195329087049,0.6687898089171974
85,-0.08248677044304542,0.49469214437367304,0.6093418259023354,0.6518046709129511
86,-0.01827121757098027,0.5201698513800425,0.6199575371549894,0.6199575371549894
87,-0.014927127409497087,0.5329087048832272,0.6687898089171974,0.6178343949044586
88,0.024055280885882047,0.5435244161358811,0.6178343949044586,0.6369426751592356
89,-0.034722087213484576,0.5201698513800425,0.6411889596602972,0.6284501061571125
90,-0.042419771302102616,0.5159235668789809,0.6157112526539278,0.6539278131634819
91,0.008498362700763984,0.5414012738853503,0.6326963906581741,0.6411889596602972
92,-0.028813575776403644,0.5222929936305732,0.6411889596602972,0.6263269639065817
93,0.03339215159768305,0.5456475583864119,0.6454352441613588,0.6029723991507431
94,0.03843910405972928,0.554140127388535,0.6305732484076433,0.6390658174097664
95,-0.052128868262435235,0.5074309978768577,0.6199575371549894,0.6326963906581741
96,-0.03322413243266764,0.5180467091295117,0.6305732484076433,0.6284501061571125
97,-0.022454692795049525,0.5307855626326964,0.6878980891719745,0.6093418259023354
98,-0.09455133000209459,0.505307855626327,0.6539278131634819,0.6560509554140127
99,-0.04035579965375202,0.5286624203821656,0.6687898089171974,0.6390658174097664
100,-0.042737510828761094,0.5116772823779193,0.6157112526539278,0.6369426751592356
101,-0.10987555745973632,0.4861995753715499,0.6518046709129511,0.6220806794055201
102,-0.0064986387986301075,0.535031847133758,0.643312101910828,0.6326963906581741
103,0.0431405353728489,0.5668789808917197,0.6581740976645435,0.6496815286624203
104,0.005773025831345202,0.5435244161358811,0.6645435244161358,0.6242038216560509
105,0.010513781185559457,0.5392781316348195,0.643312101910828,0.6199575371549894
106,-0.10086884486040293,0.4968152866242038,0.6475583864118896,0.6454352441613588
107,0.04242906390877754,0.5605095541401274,0.6263269639065817,0.6624203821656051
108,-0.04033160265052649,0.5095541401273885,0.6794055201698513,0.5796178343949044
109,-0.043347157843376394,0.5180467091295117,0.6348195329087049,0.6411889596602972
110,-0.014823752477807428,0.5222929936305732,0.6242038216560509,0.6178343949044586
111,-0.07950540243831972,0.49469214437367304,0.6050955414012739,0.6518046709129511
112,-0.05778619693004727,0.5116772823779193,0.6263269639065817,0.6518046709129511
113,-0.013545449305435442,0.524416135881104,0.6305732484076433,0.6178343949044586
114,-0.06197553133087608,0.5116772823779193,0.6645435244161358,0.6220806794055201
115,-0.02075966693281628,0.5159235668789809,0.6093418259023354,0.6178343949044586
116,-0.1037280914108647,0.4861995753715499,0.6518046709129511,0.613588110403397
117,-0.04753308665862144,0.5265392781316348,0.6518046709129511,0.6581740976645435
118,-0.03145530559426635,0.5095541401273885,0.5923566878980892,0.6326963906581741
119,0.033817840815848044,0.554140127388535,0.6475583864118896,0.6305732484076433
120,-0.06979713987697767,0.505307855626327,0.6539278131634819,0.6220806794055201
121,-0.06108096460124979,0.5116772823779193,0.6475583864118896,0.6348195329087049
122,-0.01302151761992354,0.5307855626326964,0.6284501061571125,0.643312101910828
123,-0.08863710129532909,0.5010615711252654,0.6454352441613588,0.643312101910828
124,-0.05846797628734168,0.5074309978768577,0.6157112526539278,0.6496815286624203
125,-0.012012891883973031,0.5329087048832272,0.6284501061571125,0.6496815286624203
126,-0.10280775009268117,0.49044585987261147,0.6581740976645435,0.6199575371549894
127,-0.10893109401977719,0.49044585987261147,0.6263269639065817,0.6602972399150743
128,-0.0034511679022104502,0.5307855626326964,0.6220806794055201,0.6326963906581741
129,-0.0661016118759492,0.5095541401273885,0.6581740976645435,0.6263269639065817
130,-0.11765959301480922,0.47983014861995754,0.6093418259023354,0.6581740976645435
131,-0.09454225520479698,0.4840764331210191,0.6029723991507431,0.6390658174097664
132,-0.06059175786896365,0.5138004246284501,0.6518046709129511,0.6369426751592356
133,0.019810301356705473,0.5583864118895966,0.6751592356687898,0.6411889596602972
134,-0.1370574487116598,0.46709129511677283,0.6199575371549894,0.6305732484076433
135,-0.0665908529048207,0.5138004246284501,0.6454352441613588,0.6518046709129511
136,-0.027582982702197167,0.524416135881104,0.6242038216560509,0.6496815286624203
137,-0.02847410254170679,0.5222929936305732,0.6624203821656051,0.6093418259023354
138,-0.09579978362231545,0.4840764331210191,0.6284501061571125,0.613588110403397
139,-0.08749999999999991,0.5074309978768577,0.6666666666666666,0.6411889596602972
140,-0.04426357123853242,0.5222929936305732,0.6326963906581741,0.6602972399150743
141,-0.09598603839441533,0.49044585987261147,0.6815286624203821,0.5966029723991507
142,-0.006794411787159227,0.524416135881104,0.6263269639065817,0.6093418259023354
143,-0.06108096460124979,0.5116772823779193,0.6475583864118896,0.6348195329087049
144,-0.046286198957954605,0.5329087048832272,0.6475583864118896,0.6815286624203821
145,-0.051563804383699896,0.5116772823779193,0.6157112526539278,0.6539278131634819
146,-0.04694339179225038,0.5180467091295117,0.6624203821656051,0.6220806794055201
147,-0.11389386398044699,0.49256900212314225,0.673036093418259,0.6284501061571125
148,-0.06657608695652173,0.5116772823779193,0.6369426751592356,0.6539278131634819
149,-0.0468424328035324,0.5222929936305732,0.6326963906581741,0.6645435244161358
150,-0.05325531223217195,0.5180467091295117,0.6305732484076433,0.6624203821656051
151,-0.029072513975277436,0.5286624203821656,0.6326963906581741,0.6581740976645435
152,-0.09553005751656873,0.49256900212314225,0.6284501061571125,0.643312101910828
153,-0.02408125006039641,0.5222929936305732,0.6326963906581741,0.6263269639065817
154,-0.06159388194998083,0.5138004246284501,0.6815286624203821,0.6157112526539278
155,-0.07291373845273985,0.5010615711252654,0.613588110403397,0.6539278131634819
156,-0.05258073015780074,0.5138004246284501,0.6369426751592356,0.6390658174097664
